Direxion Daily AI and Big Data Bear 2X ETF
AIBD
Shares Outstanding:700001


"TradeDate","AccountTicker","StockTicker","SecurityDescription","Shares","Price","MarketValue","Cusip","HoldingsPercent"
"5/1/2026 12:00:00 AM","AIBD","","DREYFUS GOVT CASH MAN INS","1948437.7800","1.0000","1948437.7800","X9USDDGCM","42.8751777900"
"5/1/2026 12:00:00 AM","AIBD","","DREYFUS TRSRY SECURITIES CASH MGMT","1578284.7200","1.0000","1578284.7200","X9USDDTP3","34.7299968558"
"5/1/2026 12:00:00 AM","AIBD","","GOLDMAN FINL SQ TRSRY INST 506","2106239.4700","1.0000","2106239.4700","X9USDGSFC","46.3475881403"
"5/1/2026 12:00:00 AM","AIBD","","SOLACTIVE US AI & BIG DATA INDEX SWAP","-868.0000","5644.8200","-4899703.7600","SOLUSAIGS","-107.8174894700"
"5/1/2026 12:00:00 AM","AIBD","","SOLACTIVE US AI & BIG DATA INDEX SWAP","-742.0000","5644.8200","-4188456.4400","SOLUSAIJP","-92.1665635792"
