Exposure Weight,Ticker,Description,Exposure Value(Notional + GL),Market Value,Shares/Contracts
116.25%,--,ABRDN PHYSICAL PLATINUM SHARES (PPLT) SWAP NOMURA,"4,562,254",--,"4,766"
59.51%,--,ABRDN PHYSICAL PLATINUM SHARES (PPLT) SWAP CITI,"2,335,690",--,"2,440"
24.22%,--,ABRDN PHYSICAL PLATINUM SHARES (PPLT) SWAP GOLDMAN SACHS,"950,549",--,993
--,--,NET OTHER ASSETS (LIABILITIES),--,"$3,924,580.38","3,924,580"
