Exposure Weight,Ticker,Description,Exposure Value(Notional + GL),Market Value,Shares/Contracts
0.03%,FBRT,FRANKLIN BSP REALTY TRUST IN,--,"$8,862.75",975
0.03%,ADAM,ADAMAS TRUST INC,--,"$8,856.49","1,003"
0.03%,NPK,NATIONAL PRESTO INDS INC,--,"$8,833.76",62
0.03%,SDGR,SCHRODINGER INC,--,"$8,810.23",671
0.03%,SHEN,SHENANDOAH TELECOMMUNICATION,--,"$8,807.20",545
0.03%,QDEL,QUIDELORTHO CORP,--,"$8,758.80",811
0.03%,EGBN,EAGLE BANCORP INC,--,"$8,705.40",330
0.03%,MMI,MARCUS & MILLICHAP INC,--,"$8,700.12",286
0.03%,LZ,LEGALZOOMCOM INC,--,"$8,447.14","1,378"
0.03%,CBRL,CRACKER BARREL OLD COUNTRY,--,"$8,439.32",268
0.03%,JBSS,JOHN B. SANFILIPPO & SON INC,--,"$8,418.60",108
0.03%,SAFE,SAFEHOLD INC,--,"$8,306.37",549
0.03%,RWT,REDWOOD TRUST INC,--,"$8,288.16","1,488"
0.03%,MCW,MISTER CAR WASH INC,--,"$8,264.96","1,174"
0.03%,AMPH,AMPHASTAR PHARMACEUTICALS IN,--,"$8,056.00",424
0.03%,NXRT,NEXPOINT RESIDENTIAL,--,"$7,966.70",266
0.03%,HZO,MARINEMAX INC,--,"$7,962.24",232
0.03%,MTUS,METALLUS INC,--,"$7,915.05",429
0.03%,CXM,SPRINKLR INC-A,--,"$7,872.41","1,477"
0.03%,OXM,OXFORD INDUSTRIES INC,--,"$7,686.12",169
0.03%,CLB,CORE LABORATORIES INC,--,"$7,294.72",556
0.03%,HTLD,HEARTLAND EXPRESS INC,--,"$7,218.12",546
0.03%,RES,RPC INC,--,"$7,179.12","1,062"
0.03%,EXPI,EXP WORLD HOLDINGS INC,--,"$7,141.20","1,082"
0.03%,AMSF,AMERISAFE INC,--,"$6,891.72",227
0.03%,HSTM,HEALTHSTREAM INC,--,"$6,828.60",285
0.02%,NAVI,NAVIENT CORP,--,"$6,746.60",790
0.02%,AMWD,AMERICAN WOODMARK CORP,--,"$6,674.34",173
0.02%,MNRO,MONRO INC,--,"$6,379.20",360
0.02%,IIIN,INSTEEL INDUSTRIES INC,--,"$6,284.01",233
0.02%,UHT,UNIVERSAL HEALTH RLTY INCOME,--,"$6,213.33",153
0.02%,CTKB,CYTEK BIOSCIENCES INC,--,"$6,066.76","1,316"
0.02%,ETD,ETHAN ALLEN INTERIORS INC,--,"$5,668.42",278
0.02%,GDYN,GRID DYNAMICS HOLDINGS INC,--,"$5,503.28",789
0.02%,BFS,SAUL CENTERS INC,--,"$5,278.50",150
0.02%,WRLD,WORLD ACCEPTANCE CORP,--,"$4,940.10",33
0.02%,SSTK,SHUTTERSTOCK INC,--,"$4,930.34",289
0.02%,DFH,DREAM FINDERS HOMES INC - A,--,"$4,911.76",343
0.02%,CRSR,CORSAIR GAMING INC,--,"$4,412.80",560
0.02%,NABL,N-ABLE INC,--,"$4,178.79",891
0.02%,GOGO,GOGO INC,--,"$4,083.20",928
0.01%,VITL,VITAL FARMS INC,--,"$3,969.36",444
0.01%,CENT,CENTRAL GARDEN & PET CO,--,"$3,737.72",98
0.01%,CABO,CABLE ONE INC,--,"$3,369.06",54
0.01%,FWRD,FORWARD AIR CORP,--,"$2,615.55",265
0.01%,EMBC,EMBECTA CORP,--,"$2,577.12",708
46.90%,--,S&P SMALLCAP 600 INDEX SWAP BANK OF AMERICA NA,"12,677,535",--,"7,531"
41.39%,--,S&P SMALLCAP 600 INDEX SWAP UBS AG,"11,189,427",--,"6,647"
18.51%,--,S&P SMALLCAP 600 INDEX SWAP CITIBANK NA,"5,004,689",--,"2,973"
18.32%,--,S&P SMALLCAP 600 INDEX SWAP SOCIETE GENERALE,"4,952,504",--,"2,942"
--,--,NET OTHER ASSETS (LIABILITIES),--,"$6,765,311.10","6,765,311"
