Exposure Weight,Ticker,Description,Exposure Value(Notional + GL),Market Value,Shares/Contracts
0.04%,MZTI,MARZETTI COMPANY/THE,--,"$12,278.52",108
0.04%,PK,PARK HOTELS & RESORTS INC,--,"$12,021.84","1,062"
0.04%,CXT,CRANE NXT CO,--,"$11,825.91",261
0.04%,CPRI,CAPRI HOLDINGS LTD,--,"$11,729.49",633
0.04%,CHH,CHOICE HOTELS INTL INC,--,"$11,723.80",110
0.04%,XRAY,DENTSPLY SIRONA INC,--,"$11,660.00","1,060"
0.03%,RH,RH,--,"$10,978.98",82
0.03%,GT,GOODYEAR TIRE & RUBBER CO,--,"$9,881.10","1,519"
0.03%,FLO,FLOWERS FOODS INC,--,"$9,461.24","1,121"
0.03%,GEF,GREIF INC-CL A,--,"$8,917.17",131
0.03%,COLM,COLUMBIA SPORTSWEAR CO,--,"$8,447.36",134
0.02%,SAM,BOSTON BEER COMPANY INC-A,--,"$7,696.26",39
0.02%,BLKB,BLACKBAUD INC,--,"$7,162.50",191
0.02%,PPC,PILGRIM'S PRIDE CORP,--,"$6,605.70",227
0.02%,BRBR,BELLRING BRANDS INC,--,"$6,392.20",620
0.02%,CNXC,CONCENTRIX CORP,--,"$5,606.37",231
0.01%,COTY,COTY INC-CL A,--,"$4,848.61","1,963"
61.15%,--,S&P MIDCAP 400 INDEX SWAP BNP PARIBAS,"20,289,868",--,"5,484"
52.96%,--,S&P MIDCAP 400 INDEX SWAP CITIBANK NA,"17,570,493",--,"4,749"
42.75%,--,S&P MIDCAP 400 INDEX SWAP UBS AG,"14,185,148",--,"3,834"
35.50%,--,S&P MIDCAP 400 INDEX SWAP GOLDMAN SACHS INTERNATIONAL,"11,778,468",--,"3,184"
23.94%,--,S&P MIDCAP 400 INDEX SWAP SOCIETE GENERALE,"7,943,535",--,"2,147"
16.77%,--,S&P MID 400 EMINI EQUITY INDEX 18/JUN/2026 FAM6 INDEX,"5,562,450",--,15
11.31%,--,S&P MIDCAP 400 INDEX SWAP BANK OF AMERICA NA,"3,751,628",--,"1,014"
--,--,NET OTHER ASSETS (LIABILITIES),--,"$14,719,690.05","14,719,690"
