Exposure Weight,Ticker,Description,Exposure Value(Notional + GL),Market Value,Shares/Contracts
-85.77%,--,ISHARES MSCI JAPAN (EWJ) SWAP UBS AG,"-6,303,916",--,"-2,879"
-70.04%,--,ISHARES MSCI JAPAN (EWJ) SWAP SOCIETE GENERALE,"-5,147,797",--,"-2,351"
-43.85%,--,ISHARES MSCI JAPAN (EWJ) SWAP BANK OF AMERICA NA,"-3,222,529",--,"-1,472"
--,--,NET OTHER ASSETS (LIABILITIES),--,"$7,349,370.98","7,349,371"
