Exposure Weight,Ticker,Description,Exposure Value(Notional + GL),Market Value,Shares/Contracts
133.08%,--,UNITED STATES COPPER INDEX FUND (CPER) SWAP NOMURA,"9,105,276",--,"9,246"
38.33%,--,UNITED STATES COPPER INDEX FUND (CPER) SWAP CITI,"2,622,469",--,"2,663"
28.66%,--,UNITED STATES COPPER INDEX FUND (CPER) SWAP GOLDMAN SACHS,"1,960,697",--,"1,991"
--,--,NET OTHER ASSETS (LIABILITIES),--,"$6,842,137.14","6,842,137"
