Exposure Weight,Ticker,Description,Exposure Value(Notional + GL),Market Value,Shares/Contracts
80.88%,--,ISHARES MSCI EAFE (EFA) SWAP CITIBANK NA,"25,912,683",--,"11,805"
45.00%,--,ISHARES MSCI EAFE (EFA) SWAP GOLDMAN SACHS INTERNATIONAL,"14,417,154",--,"6,568"
41.29%,--,ISHARES MSCI EAFE (EFA) SWAP SOCIETE GENERALE,"13,227,432",--,"6,026"
25.51%,--,ISHARES MSCI EAFE (EFA) SWAP BANK OF AMERICA NA BANK OF AMERICA NA,"8,173,705",--,"3,724"
7.30%,--,ISHARES MSCI EAFE (EFA) SWAP UBS AG,"2,339,934",--,"1,066"
--,IQMM,PROSHARES GENIUS MNY MKT ETF,--,"$12,014,400.00","120,000"
--,--,NET OTHER ASSETS (LIABILITIES),--,"$20,022,799.05","20,022,799"
