Exposure Weight,Ticker,Description,Exposure Value(Notional + GL),Market Value,Shares/Contracts
30.25%,EWJ,ISHARES MSCI JAPAN ETF,--,"$4,265,175.00","46,250"
60.30%,--,ISHARES MSCI JAPAN (EWJ) SWAP SOCIETE GENERALE,"8,502,397",--,"3,718"
44.62%,--,ISHARES MSCI JAPAN (EWJ) SWAP UBS AG,"6,291,206",--,"2,751"
24.85%,--,ISHARES MSCI JAPAN (EWJ) SWAP CITIBANK NA,"3,503,408",--,"1,532"
24.28%,--,ISHARES MSCI JAPAN (EWJ) SWAP GOLDMAN SACHS INTERNATIONAL,"3,423,370",--,"1,497"
15.87%,--,ISHARES MSCI JAPAN (EWJ) SWAP BANK OF AMERICA NA,"2,238,003",--,979
--,IQMM,PROSHARES GENIUS MNY MKT ETF,--,"$4,505,400.00","45,000"
--,--,NET OTHER ASSETS (LIABILITIES),--,"$5,328,837.90","5,328,838"
