Direxion Daily ASML Bull 2X ETF
ASMU
Shares Outstanding:250001


"TradeDate","AccountTicker","StockTicker","SecurityDescription","Shares","Price","MarketValue","Cusip","HoldingsPercent"
"5/15/2026 12:00:00 AM","ASMU","ASML","ASML HOLDING NV-NY REG SHS","201.0000","1584.5100","318486.5100","N07059210","4.4170049706"
"5/15/2026 12:00:00 AM","ASMU","","ASML HOLDING NV-NY REG SHS SWAP","629.0000","1584.5100","996656.7900","ASMLNM","13.8223687887"
"5/15/2026 12:00:00 AM","ASMU","","ASML HOLDING NV-NY REG SHS SWAP","850.0000","1584.5100","1346833.5000","ASMLBC","18.6788767415"
"5/15/2026 12:00:00 AM","ASMU","","ASML HOLDING NV-NY REG SHS SWAP","2700.0000","1584.5100","4278177.0000","ASMLCT","59.3329025908"
"5/15/2026 12:00:00 AM","ASMU","","ASML HOLDING NV-NY REG SHS SWAP","4721.0000","1584.5100","7480471.7100","ASMLGS","103.7446789374"
"5/15/2026 12:00:00 AM","ASMU","","DREYFUS GOVT CASH MAN INS","1230646.7900","1.0000","1230646.7900","X9USDDGCM","17.0675140638"
"5/15/2026 12:00:00 AM","ASMU","","DREYFUS TRSRY SECURITIES CASH MGMT","3278860.5700","1.0000","3278860.5700","X9USDDTP3","45.4736479600"
"5/15/2026 12:00:00 AM","ASMU","","GOLDMAN FINL SQ TRSRY INST 506","983664.3200","1.0000","983664.3200","X9USDGSFC","13.6421796668"
"5/15/2026 12:00:00 AM","ASMU","","GOLDMAN SACHS FIN GOV 465 INSTITUT","370000.0000","1.0000","370000.0000","X9USDGLDS","5.1314319063"
