Exposure Weight,Ticker,Description,Exposure Value(Notional + GL),Market Value,Shares/Contracts
65.60%,--,FIRST TRUST NASDAQ CYBERSECURITY (CIBR) SWAP BNP PARIBAS,"2,728,263",--,"1,762"
59.53%,--,FIRST TRUST NASDAQ CYBERSECURITY (CIBR) SWAP BANK OF AMERICA NA,"2,475,876",--,"1,599"
52.09%,--,FIRST TRUST NASDAQ CYBERSECURITY (CIBR) SWAP GOLDMAN SACHS INTERNATIONAL,"2,166,198",--,"1,399"
18.02%,--,FIRST TRUST NASDAQ CIBR SWAP SOCIETE GENERALE SOCIETE GENERALE,"749,421",--,484
5.06%,--,FIRST TRUST NASDAQ CYBERSECURITY (CIBR) SWAP UBS AG,"210,581",--,136
--,--,NET OTHER ASSETS (LIABILITIES),--,"$4,158,894.71","4,158,895"
